company_id,ticker,company_name,previous_year,current_year,previous_pattern,current_pattern,change_description
HDFCBANK,HDFCBANK,HDFC Bank Ltd,2018,2019,Mixed,Growth Funded by Debt,Moved from Mixed to Growth Funded by Debt
HDFCBANK,HDFCBANK,HDFC Bank Ltd,2020,2021,Growth Funded by Debt,Shareholder Returns,Moved from Growth Funded by Debt to Shareholder Returns
HDFCBANK,HDFCBANK,HDFC Bank Ltd,2021,2022,Shareholder Returns,Growth Funded by Debt,Moved from Shareholder Returns to Growth Funded by Debt
HDFCBANK,HDFCBANK,HDFC Bank Ltd,2022,2023,Growth Funded by Debt,Mixed,Moved from Growth Funded by Debt to Mixed
HDFCBANK,HDFCBANK,HDFC Bank Ltd,2023,2024,Mixed,Liquidating Assets,Moved from Mixed to Liquidating Assets
HDFCLIFE,HDFCLIFE,HDFC Life Insurance Company Ltd,2014,2015,Insufficient Data,Shareholder Returns,Moved from Insufficient Data to Shareholder Returns
HDFCLIFE,HDFCLIFE,HDFC Life Insurance Company Ltd,2019,2020,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
HDFCLIFE,HDFCLIFE,HDFC Life Insurance Company Ltd,2021,2022,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
HDFCLIFE,HDFCLIFE,HDFC Life Insurance Company Ltd,2022,2023,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
HDFCLIFE,HDFCLIFE,HDFC Life Insurance Company Ltd,2023,2024,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
HEROMOTOCO,HEROMOTOCO,Hero MotoCorp Ltd,2014,2015,Shareholder Returns,Liquidating Assets,Moved from Shareholder Returns to Liquidating Assets
HEROMOTOCO,HEROMOTOCO,Hero MotoCorp Ltd,2015,2016,Liquidating Assets,Shareholder Returns,Moved from Liquidating Assets to Shareholder Returns
HEROMOTOCO,HEROMOTOCO,Hero MotoCorp Ltd,2018,2019,Shareholder Returns,Liquidating Assets,Moved from Shareholder Returns to Liquidating Assets
HEROMOTOCO,HEROMOTOCO,Hero MotoCorp Ltd,2019,2020,Liquidating Assets,Shareholder Returns,Moved from Liquidating Assets to Shareholder Returns
HEROMOTOCO,HEROMOTOCO,Hero MotoCorp Ltd,2021,2022,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
HEROMOTOCO,HEROMOTOCO,Hero MotoCorp Ltd,2023,2024,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
HINDALCO,HINDALCO,Hindalco Industries Ltd,2014,2015,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
HINDALCO,HINDALCO,Hindalco Industries Ltd,2015,2016,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
HINDALCO,HINDALCO,Hindalco Industries Ltd,2016,2017,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
HINDALCO,HINDALCO,Hindalco Industries Ltd,2017,2018,Shareholder Returns,Liquidating Assets,Moved from Shareholder Returns to Liquidating Assets
HINDALCO,HINDALCO,Hindalco Industries Ltd,2018,2019,Liquidating Assets,Shareholder Returns,Moved from Liquidating Assets to Shareholder Returns
HINDALCO,HINDALCO,Hindalco Industries Ltd,2019,2020,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
HINDALCO,HINDALCO,Hindalco Industries Ltd,2020,2021,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
HINDUNILVR,HINDUNILVR,Hindustan Unilever Ltd,2013,2014,Liquidating Assets,Reinvestor,Moved from Liquidating Assets to Reinvestor
HINDUNILVR,HINDUNILVR,Hindustan Unilever Ltd,2014,2015,Reinvestor,Liquidating Assets,Moved from Reinvestor to Liquidating Assets
HINDUNILVR,HINDUNILVR,Hindustan Unilever Ltd,2015,2016,Liquidating Assets,Shareholder Returns,Moved from Liquidating Assets to Shareholder Returns
HINDUNILVR,HINDUNILVR,Hindustan Unilever Ltd,2018,2019,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
HINDUNILVR,HINDUNILVR,Hindustan Unilever Ltd,2019,2020,Reinvestor,Liquidating Assets,Moved from Reinvestor to Liquidating Assets
HINDUNILVR,HINDUNILVR,Hindustan Unilever Ltd,2020,2021,Liquidating Assets,Shareholder Returns,Moved from Liquidating Assets to Shareholder Returns
HINDUNILVR,HINDUNILVR,Hindustan Unilever Ltd,2022,2023,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
HINDUNILVR,HINDUNILVR,Hindustan Unilever Ltd,2023,2024,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
ICICIBANK,ICICIBANK,ICICI Bank Ltd,2014,2015,Mixed,Growth Funded by Debt,Moved from Mixed to Growth Funded by Debt
ICICIBANK,ICICIBANK,ICICI Bank Ltd,2015,2016,Growth Funded by Debt,Mixed,Moved from Growth Funded by Debt to Mixed
ICICIBANK,ICICIBANK,ICICI Bank Ltd,2016,2017,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
ICICIBANK,ICICIBANK,ICICI Bank Ltd,2017,2018,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
ICICIBANK,ICICIBANK,ICICI Bank Ltd,2018,2019,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
ICICIBANK,ICICIBANK,ICICI Bank Ltd,2019,2020,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
ICICIBANK,ICICIBANK,ICICI Bank Ltd,2020,2021,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
ICICIBANK,ICICIBANK,ICICI Bank Ltd,2021,2022,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
ICICIBANK,ICICIBANK,ICICI Bank Ltd,2022,2023,Mixed,Growth Funded by Debt,Moved from Mixed to Growth Funded by Debt
ICICIBANK,ICICIBANK,ICICI Bank Ltd,2023,2024,Growth Funded by Debt,Mixed,Moved from Growth Funded by Debt to Mixed
ICICIGI,ICICIGI,ICICI Lombard General Insurance Company Ltd,2015,2016,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
ICICIGI,ICICIGI,ICICI Lombard General Insurance Company Ltd,2016,2017,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
ICICIGI,ICICIGI,ICICI Lombard General Insurance Company Ltd,2017,2018,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
ICICIGI,ICICIGI,ICICI Lombard General Insurance Company Ltd,2021,2022,Shareholder Returns,Liquidating Assets,Moved from Shareholder Returns to Liquidating Assets
ICICIGI,ICICIGI,ICICI Lombard General Insurance Company Ltd,2022,2023,Liquidating Assets,Shareholder Returns,Moved from Liquidating Assets to Shareholder Returns
ICICIPRULI,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,2014,2015,Mixed,Reinvestor,Moved from Mixed to Reinvestor
ICICIPRULI,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,2015,2016,Reinvestor,Liquidating Assets,Moved from Reinvestor to Liquidating Assets
ICICIPRULI,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,2016,2017,Liquidating Assets,Shareholder Returns,Moved from Liquidating Assets to Shareholder Returns
ICICIPRULI,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,2020,2021,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
ICICIPRULI,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,2021,2022,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
ICICIPRULI,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,2022,2023,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
ICICIPRULI,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,2023,2024,Reinvestor,Mixed,Moved from Reinvestor to Mixed
INDIGO,INDIGO,Interglobe Aviation Ltd,2014,2015,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
INDIGO,INDIGO,Interglobe Aviation Ltd,2017,2018,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
INDIGO,INDIGO,Interglobe Aviation Ltd,2018,2019,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
INDIGO,INDIGO,Interglobe Aviation Ltd,2019,2020,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
INDIGO,INDIGO,Interglobe Aviation Ltd,2020,2021,Reinvestor,Mixed,Moved from Reinvestor to Mixed
INDIGO,INDIGO,Interglobe Aviation Ltd,2021,2022,Mixed,Liquidating Assets,Moved from Mixed to Liquidating Assets
INDIGO,INDIGO,Interglobe Aviation Ltd,2022,2023,Liquidating Assets,Reinvestor,Moved from Liquidating Assets to Reinvestor
INDIGO,INDIGO,Interglobe Aviation Ltd,2023,2024,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
INDUSINDBK,INDUSINDBK,IndusInd Bank Ltd,2016,2017,Growth Funded by Debt,Shareholder Returns,Moved from Growth Funded by Debt to Shareholder Returns
INDUSINDBK,INDUSINDBK,IndusInd Bank Ltd,2017,2018,Shareholder Returns,Growth Funded by Debt,Moved from Shareholder Returns to Growth Funded by Debt
INDUSINDBK,INDUSINDBK,IndusInd Bank Ltd,2019,2020,Growth Funded by Debt,Distress Signal,Moved from Growth Funded by Debt to Distress Signal
INDUSINDBK,INDUSINDBK,IndusInd Bank Ltd,2020,2021,Distress Signal,Shareholder Returns,Moved from Distress Signal to Shareholder Returns
INDUSINDBK,INDUSINDBK,IndusInd Bank Ltd,2022,2023,Shareholder Returns,Growth Funded by Debt,Moved from Shareholder Returns to Growth Funded by Debt
INDUSINDBK,INDUSINDBK,IndusInd Bank Ltd,2023,2024,Growth Funded by Debt,Pre-Revenue,Moved from Growth Funded by Debt to Pre-Revenue
INFY,INFY,Infosys Ltd,2014,2015,Reinvestor,Liquidating Assets,Moved from Reinvestor to Liquidating Assets
INFY,INFY,Infosys Ltd,2015,2016,Liquidating Assets,Reinvestor,Moved from Liquidating Assets to Reinvestor
INFY,INFY,Infosys Ltd,2017,2018,Reinvestor,Liquidating Assets,Moved from Reinvestor to Liquidating Assets
INFY,INFY,Infosys Ltd,2018,2019,Liquidating Assets,Reinvestor,Moved from Liquidating Assets to Reinvestor
INFY,INFY,Infosys Ltd,2019,2020,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
INFY,INFY,Infosys Ltd,2022,2023,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
IOC,IOC,Indian Oil Corporation,2013,2014,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
IOC,IOC,Indian Oil Corporation,2018,2019,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
IOC,IOC,Indian Oil Corporation,2020,2021,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
IRCTC,IRCTC,Indian Railway Catering & Tourism Corporation Ltd,2015,2016,Reinvestor,Liquidating Assets,Moved from Reinvestor to Liquidating Assets
IRCTC,IRCTC,Indian Railway Catering & Tourism Corporation Ltd,2018,2019,Liquidating Assets,Shareholder Returns,Moved from Liquidating Assets to Shareholder Returns
IRCTC,IRCTC,Indian Railway Catering & Tourism Corporation Ltd,2019,2020,Shareholder Returns,Liquidating Assets,Moved from Shareholder Returns to Liquidating Assets
IRCTC,IRCTC,Indian Railway Catering & Tourism Corporation Ltd,2020,2021,Liquidating Assets,Shareholder Returns,Moved from Liquidating Assets to Shareholder Returns
IRCTC,IRCTC,Indian Railway Catering & Tourism Corporation Ltd,2021,2022,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
IRFC,IRFC,Indian Railway Finance Corporation Ltd,2015,2016,Insufficient Data,Distress Signal,Moved from Insufficient Data to Distress Signal
IRFC,IRFC,Indian Railway Finance Corporation Ltd,2021,2022,Distress Signal,Growth Funded by Debt,Moved from Distress Signal to Growth Funded by Debt
IRFC,IRFC,Indian Railway Finance Corporation Ltd,2022,2023,Growth Funded by Debt,Distress Signal,Moved from Growth Funded by Debt to Distress Signal
IRFC,IRFC,Indian Railway Finance Corporation Ltd,2023,2024,Distress Signal,Shareholder Returns,Moved from Distress Signal to Shareholder Returns
ITC,ITC,ITC Ltd,2014,2015,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
ITC,ITC,ITC Ltd,2018,2019,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
ITC,ITC,ITC Ltd,2020,2021,Reinvestor,Liquidating Assets,Moved from Reinvestor to Liquidating Assets
ITC,ITC,ITC Ltd,2021,2022,Liquidating Assets,Shareholder Returns,Moved from Liquidating Assets to Shareholder Returns
ITC,ITC,ITC Ltd,2022,2023,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
ITC,ITC,ITC Ltd,2023,2024,Reinvestor,Liquidating Assets,Moved from Reinvestor to Liquidating Assets
JINDALSTEL,JINDALSTEL,Jindal Steel & Power Ltd,2015,2016,Mixed,Reinvestor,Moved from Mixed to Reinvestor
JINDALSTEL,JINDALSTEL,Jindal Steel & Power Ltd,2020,2021,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
JINDALSTEL,JINDALSTEL,Jindal Steel & Power Ltd,2023,2024,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
JIOFIN,JIOFIN,Jio Financial Services Ltd,2023,2024,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
JSWENERGY,JSWENERGY,JSW Energy Ltd,2019,2020,Shareholder Returns,Liquidating Assets,Moved from Shareholder Returns to Liquidating Assets
JSWENERGY,JSWENERGY,JSW Energy Ltd,2020,2021,Liquidating Assets,Shareholder Returns,Moved from Liquidating Assets to Shareholder Returns
JSWENERGY,JSWENERGY,JSW Energy Ltd,2022,2023,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
JSWSTEEL,JSWSTEEL,JSW Steel Ltd,2013,2014,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
JSWSTEEL,JSWSTEEL,JSW Steel Ltd,2014,2015,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
JSWSTEEL,JSWSTEEL,JSW Steel Ltd,2015,2016,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
JSWSTEEL,JSWSTEEL,JSW Steel Ltd,2016,2017,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
JSWSTEEL,JSWSTEEL,JSW Steel Ltd,2018,2019,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
JSWSTEEL,JSWSTEEL,JSW Steel Ltd,2020,2021,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
KOTAKBANK,KOTAKBANK,Kotak Mahindra Bank Ltd,2013,2014,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
KOTAKBANK,KOTAKBANK,Kotak Mahindra Bank Ltd,2014,2015,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
KOTAKBANK,KOTAKBANK,Kotak Mahindra Bank Ltd,2017,2018,Mixed,Growth Funded by Debt,Moved from Mixed to Growth Funded by Debt
KOTAKBANK,KOTAKBANK,Kotak Mahindra Bank Ltd,2018,2019,Growth Funded by Debt,Mixed,Moved from Growth Funded by Debt to Mixed
KOTAKBANK,KOTAKBANK,Kotak Mahindra Bank Ltd,2019,2020,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
KOTAKBANK,KOTAKBANK,Kotak Mahindra Bank Ltd,2020,2021,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
KOTAKBANK,KOTAKBANK,Kotak Mahindra Bank Ltd,2021,2022,Reinvestor,Mixed,Moved from Reinvestor to Mixed
KOTAKBANK,KOTAKBANK,Kotak Mahindra Bank Ltd,2022,2023,Mixed,Growth Funded by Debt,Moved from Mixed to Growth Funded by Debt
KOTAKBANK,KOTAKBANK,Kotak Mahindra Bank Ltd,2023,2024,Growth Funded by Debt,Mixed,Moved from Growth Funded by Debt to Mixed
LICI,LICI,Life Insurance Corporation of India,2019,2020,Liquidating Assets,Shareholder Returns,Moved from Liquidating Assets to Shareholder Returns
LICI,LICI,Life Insurance Corporation of India,2020,2021,Shareholder Returns,Liquidating Assets,Moved from Shareholder Returns to Liquidating Assets
LICI,LICI,Life Insurance Corporation of India,2021,2022,Liquidating Assets,Distress Signal,Moved from Liquidating Assets to Distress Signal
LICI,LICI,Life Insurance Corporation of India,2022,2023,Distress Signal,Shareholder Returns,Moved from Distress Signal to Shareholder Returns
LICI,LICI,Life Insurance Corporation of India,2023,2024,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
LODHA,LODHA,Macrotech Developers Ltd,2015,2016,Insufficient Data,Mixed,Moved from Insufficient Data to Mixed
LODHA,LODHA,Macrotech Developers Ltd,2016,2017,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
LODHA,LODHA,Macrotech Developers Ltd,2017,2018,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
LODHA,LODHA,Macrotech Developers Ltd,2018,2019,Mixed,Growth Funded by Debt,Moved from Mixed to Growth Funded by Debt
LODHA,LODHA,Macrotech Developers Ltd,2019,2020,Growth Funded by Debt,Liquidating Assets,Moved from Growth Funded by Debt to Liquidating Assets
LODHA,LODHA,Macrotech Developers Ltd,2023,2024,Liquidating Assets,Mixed,Moved from Liquidating Assets to Mixed
LT,LT,Larsen & Toubro Ltd,2016,2017,Growth Funded by Debt,Mixed,Moved from Growth Funded by Debt to Mixed
LT,LT,Larsen & Toubro Ltd,2017,2018,Mixed,Distress Signal,Moved from Mixed to Distress Signal
LT,LT,Larsen & Toubro Ltd,2018,2019,Distress Signal,Growth Funded by Debt,Moved from Distress Signal to Growth Funded by Debt
LT,LT,Larsen & Toubro Ltd,2019,2020,Growth Funded by Debt,Mixed,Moved from Growth Funded by Debt to Mixed
LT,LT,Larsen & Toubro Ltd,2020,2021,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
LT,LT,Larsen & Toubro Ltd,2023,2024,Shareholder Returns,Liquidating Assets,Moved from Shareholder Returns to Liquidating Assets
LTIM,LTIM,LTIMindtree Ltd,2013,2014,Shareholder Returns,Liquidating Assets,Moved from Shareholder Returns to Liquidating Assets
LTIM,LTIM,LTIMindtree Ltd,2014,2015,Liquidating Assets,Reinvestor,Moved from Liquidating Assets to Reinvestor
LTIM,LTIM,LTIMindtree Ltd,2015,2016,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
LTIM,LTIM,LTIMindtree Ltd,2017,2018,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
LTIM,LTIM,LTIMindtree Ltd,2019,2020,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
LTIM,LTIM,LTIMindtree Ltd,2021,2022,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
LTIM,LTIM,LTIMindtree Ltd,2023,2024,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
M&M,M&M,Mahindra & Mahindra Ltd,2014,2015,Growth Funded by Debt,Mixed,Moved from Growth Funded by Debt to Mixed
M&M,M&M,Mahindra & Mahindra Ltd,2018,2019,Mixed,Growth Funded by Debt,Moved from Mixed to Growth Funded by Debt
M&M,M&M,Mahindra & Mahindra Ltd,2020,2021,Growth Funded by Debt,Mixed,Moved from Growth Funded by Debt to Mixed
M&M,M&M,Mahindra & Mahindra Ltd,2021,2022,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
M&M,M&M,Mahindra & Mahindra Ltd,2022,2023,Shareholder Returns,Growth Funded by Debt,Moved from Shareholder Returns to Growth Funded by Debt
MARUTI,MARUTI,Maruti Suzuki India Ltd,2018,2019,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
MARUTI,MARUTI,Maruti Suzuki India Ltd,2020,2021,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
MARUTI,MARUTI,Maruti Suzuki India Ltd,2021,2022,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
MARUTI,MARUTI,Maruti Suzuki India Ltd,2022,2023,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
MOTHERSON,MOTHERSON,Samvardhana Motherson International Ltd,2014,2015,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
MOTHERSON,MOTHERSON,Samvardhana Motherson International Ltd,2015,2016,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
MOTHERSON,MOTHERSON,Samvardhana Motherson International Ltd,2016,2017,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
MOTHERSON,MOTHERSON,Samvardhana Motherson International Ltd,2017,2018,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
MOTHERSON,MOTHERSON,Samvardhana Motherson International Ltd,2023,2024,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
NAUKRI,NAUKRI,Info Edge (India) Ltd,2013,2014,Reinvestor,Mixed,Moved from Reinvestor to Mixed
NAUKRI,NAUKRI,Info Edge (India) Ltd,2015,2016,Mixed,Reinvestor,Moved from Mixed to Reinvestor
NAUKRI,NAUKRI,Info Edge (India) Ltd,2019,2020,Reinvestor,Liquidating Assets,Moved from Reinvestor to Liquidating Assets
NAUKRI,NAUKRI,Info Edge (India) Ltd,2020,2021,Liquidating Assets,Mixed,Moved from Liquidating Assets to Mixed
NESTLEIND,NESTLEIND,Nestle India Ltd,2018,2019,Shareholder Returns,Liquidating Assets,Moved from Shareholder Returns to Liquidating Assets
NESTLEIND,NESTLEIND,Nestle India Ltd,2019,2020,Liquidating Assets,Shareholder Returns,Moved from Liquidating Assets to Shareholder Returns
NHPC,NHPC,NHPC Ltd,2013,2014,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
NHPC,NHPC,NHPC Ltd,2019,2020,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
NHPC,NHPC,NHPC Ltd,2020,2021,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
NTPC,NTPC,NTPC Ltd,2013,2014,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
NTPC,NTPC,NTPC Ltd,2016,2017,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
NTPC,NTPC,NTPC Ltd,2020,2021,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
ONGC,ONGC,Oil & Natural Gas Corpn Ltd,2013,2014,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
ONGC,ONGC,Oil & Natural Gas Corpn Ltd,2014,2015,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
ONGC,ONGC,Oil & Natural Gas Corpn Ltd,2017,2018,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
ONGC,ONGC,Oil & Natural Gas Corpn Ltd,2018,2019,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
PFC,PFC,Power Finance Corporation Ltd,2014,2015,Distress Signal,Growth Funded by Debt,Moved from Distress Signal to Growth Funded by Debt
PFC,PFC,Power Finance Corporation Ltd,2016,2017,Growth Funded by Debt,Mixed,Moved from Growth Funded by Debt to Mixed
PFC,PFC,Power Finance Corporation Ltd,2017,2018,Mixed,Distress Signal,Moved from Mixed to Distress Signal
PFC,PFC,Power Finance Corporation Ltd,2018,2019,Distress Signal,Growth Funded by Debt,Moved from Distress Signal to Growth Funded by Debt
PFC,PFC,Power Finance Corporation Ltd,2020,2021,Growth Funded by Debt,Distress Signal,Moved from Growth Funded by Debt to Distress Signal
PFC,PFC,Power Finance Corporation Ltd,2021,2022,Distress Signal,Reinvestor,Moved from Distress Signal to Reinvestor
PFC,PFC,Power Finance Corporation Ltd,2022,2023,Reinvestor,Growth Funded by Debt,Moved from Reinvestor to Growth Funded by Debt
PIDILITIND,PIDILITIND,Pidilite Industries Ltd,2013,2014,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
PIDILITIND,PIDILITIND,Pidilite Industries Ltd,2014,2015,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
PIDILITIND,PIDILITIND,Pidilite Industries Ltd,2016,2017,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
PIDILITIND,PIDILITIND,Pidilite Industries Ltd,2017,2018,Mixed,Liquidating Assets,Moved from Mixed to Liquidating Assets
PIDILITIND,PIDILITIND,Pidilite Industries Ltd,2018,2019,Liquidating Assets,Reinvestor,Moved from Liquidating Assets to Reinvestor
PIDILITIND,PIDILITIND,Pidilite Industries Ltd,2019,2020,Reinvestor,Liquidating Assets,Moved from Reinvestor to Liquidating Assets
PIDILITIND,PIDILITIND,Pidilite Industries Ltd,2020,2021,Liquidating Assets,Shareholder Returns,Moved from Liquidating Assets to Shareholder Returns
PIDILITIND,PIDILITIND,Pidilite Industries Ltd,2021,2022,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
PIDILITIND,PIDILITIND,Pidilite Industries Ltd,2022,2023,Reinvestor,Shareholder Returns,Moved from Reinvestor to Shareholder Returns
PNB,PNB,Punjab National Bank,2013,2014,Pre-Revenue,Mixed,Moved from Pre-Revenue to Mixed
PNB,PNB,Punjab National Bank,2016,2017,Mixed,Liquidating Assets,Moved from Mixed to Liquidating Assets
PNB,PNB,Punjab National Bank,2017,2018,Liquidating Assets,Distress Signal,Moved from Liquidating Assets to Distress Signal
PNB,PNB,Punjab National Bank,2018,2019,Distress Signal,Growth Funded by Debt,Moved from Distress Signal to Growth Funded by Debt
PNB,PNB,Punjab National Bank,2020,2021,Growth Funded by Debt,Mixed,Moved from Growth Funded by Debt to Mixed
PNB,PNB,Punjab National Bank,2023,2024,Mixed,Growth Funded by Debt,Moved from Mixed to Growth Funded by Debt
POWERGRID,POWERGRID,Power Grid Corporation of India Ltd,2018,2019,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
POWERGRID,POWERGRID,Power Grid Corporation of India Ltd,2021,2022,Shareholder Returns,Liquidating Assets,Moved from Shareholder Returns to Liquidating Assets
POWERGRID,POWERGRID,Power Grid Corporation of India Ltd,2022,2023,Liquidating Assets,Shareholder Returns,Moved from Liquidating Assets to Shareholder Returns
RECLTD,RECLTD,REC Ltd,2015,2016,Distress Signal,Growth Funded by Debt,Moved from Distress Signal to Growth Funded by Debt
RECLTD,RECLTD,REC Ltd,2016,2017,Growth Funded by Debt,Shareholder Returns,Moved from Growth Funded by Debt to Shareholder Returns
RECLTD,RECLTD,REC Ltd,2017,2018,Shareholder Returns,Distress Signal,Moved from Shareholder Returns to Distress Signal
RECLTD,RECLTD,REC Ltd,2021,2022,Distress Signal,Growth Funded by Debt,Moved from Distress Signal to Growth Funded by Debt
RELIANCE,RELIANCE,Reliance Industries Ltd,2015,2016,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
RELIANCE,RELIANCE,Reliance Industries Ltd,2016,2017,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
RELIANCE,RELIANCE,Reliance Industries Ltd,2017,2018,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
RELIANCE,RELIANCE,Reliance Industries Ltd,2018,2019,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
RELIANCE,RELIANCE,Reliance Industries Ltd,2019,2020,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
RELIANCE,RELIANCE,Reliance Industries Ltd,2020,2021,Shareholder Returns,Mixed,Moved from Shareholder Returns to Mixed
RELIANCE,RELIANCE,Reliance Industries Ltd,2023,2024,Mixed,Shareholder Returns,Moved from Mixed to Shareholder Returns
SBILIFE,SBILIFE,SBI Life Insurance Company Ltd,2013,2014,Shareholder Returns,Reinvestor,Moved from Shareholder Returns to Reinvestor
